Barri,Metres_Quadrats,Num_Habitacions,Num_Lavabos,Preu,Tipus_Immoble
Sant Antoni,42,,1,750 €,Piso
Vila de Gràcia,74,3,1,949 €,Piso
Vallcarca - Penitents,41,,1,700 €,Piso
Sagrada Família,81,4,2,1.100 €,Piso
Raval,45,,1,750 €,Piso
Badal,50,,1,800 €,Piso
Sagrada Família,59,,1,950 €,Piso
Dreta de l´Eixample,86,2,2,1.350 €,Ático
Guinardó,60,2,1,750 €,Piso
Sant Gervasi - Galvany,50,,1,1.300 €,Piso
Esquerra Baixa de l´Eixample,89,3,1,1.075 €,Piso
Dreta de l´Eixample,76,2,1,1.300 €,Piso
Glòries El Parc,155,2,1,1.300 €,Piso
Font d´en Fargas,80,3,1,1.100 €,Piso
Guinardó,60,2,1,750 €,Piso
Dreta de l´Eixample,76,2,1,1.300 €,Piso
Glòries El Parc,155,2,1,1.300 €,Piso
Esquerra Baixa de l´Eixample,89,3,1,1.075 €,Piso
Sant Gervasi - Galvany,50,,1,1.300 €,Piso
Dreta de l´Eixample,86,2,2,1.350 €,Ático
Horta,61,3,1,785 €,Piso
Poblenou,75,2,1,1.550 €,Piso
Sant Antoni,125,4,2,1.200 €,Piso
Provençals del Poblenou,95,2,1,825 €,Apartamento
Sarrià,100,4,2,1.250 €,Apartamento
Sant Gervasi - Bonanova,55,2,1,1.031 €,Piso
Font de la Guatlla,70,3,2,1.000 €,Piso
Sarrià,180,3,3,2.400 €,Ático
Raval,42,2,1,790 €,Piso
Sants,48,,1,767 €,Piso
Sant Antoni,62,2,1,914 €,Piso
Esquerra Baixa de l´Eixample,70,,1,960 €,Apartamento
St. Pere - Sta. Caterina - El Born,90,3,2,1.500 €,Apartamento
St. Pere - Sta. Caterina - El Born,45,2,1,750 €,Piso
Sagrada Família,84,3,1,1.100 €,Piso
Esquerra Alta de l´Eixample,37,,1,1.100 €,Piso
Camp d´en Grassot - Gràcia N.,65,2,1,950 €,Piso
Besòs - Maresme,78,3,1,1.150 €,Piso
Diagonal Mar - La Mar Bella,69,2,1,924 €,Dúplex
Dreta de l´Eixample,47,,1,1.100 €,Apartamento
Dreta de l´Eixample,45,,1,1.150 €,Piso
Sants,45,2,1,700 €,Piso
Camp d´en Grassot - Gràcia N.,80,3,2,1.250 €,Piso
Raval,80,2,1,1.000 €,Piso
Camp de l´Arpa,70,3,1,850 €,Piso
Raval,27,,1,550 €,Piso
Sant Gervasi - Galvany,50,,1,1.150 €,Piso
Poble Sec,60,2,1,1.050 €,Piso
Les Corts,148,4,2,2.300 €,Piso
Poblenou,49,2,1,1.100 €,Piso
Vallvidrera - Tibidabo - Les Planes,280,5,2,2.500 €,Casa
Navas,70,2,1,1.000 €,Apartamento
Esquerra Baixa de l´Eixample,74,3,2,950 €,Piso
Gòtic,70,2,1,830 €,Piso
Sant Gervasi - Bonanova,157,5,2,1.860 €,Piso
Putget - Farró,70,2,1,1.350 €,Ático
Besòs - Maresme,92,3,1,1.000 €,Piso
Fort Pienc,54,3,1,856 €,Piso
Dreta de l´Eixample,77,2,2,1.375 €,Piso
Dreta de l´Eixample,77,2,2,1.375 €,Piso
Fort Pienc,75,2,1,950 €,Piso
La Salut,71,3,,1.250 €,Piso
Sagrada Família,80,3,1,950 €,Piso
Gòtic,65,2,2,1.200 €,Piso
Vallcarca - Penitents,112,3,2,1.400 €,Piso
Raval,110,2,1,975 €,Piso
Gòtic,81,2,2,2.257 €,Piso
Esquerra Baixa de l´Eixample,71,2,2,1.200 €,Piso
St. Pere - Sta. Caterina - El Born,45,,1,790 €,Apartamento
Sants,90,3,2,1.200 €,Piso
La Salut,60,3,1,920 €,Piso
St. Pere - Sta. Caterina - El Born,36,,1,650 €,Piso
Gòtic,60,,1,850 €,Piso
Camp d´en Grassot - Gràcia N.,140,4,2,1.600 €,Piso
Gòtic,60,,1,850 €,Piso
Poble Sec,35,,1,750 €,Estudio
Esquerra Alta de l´Eixample,65,2,1,950 €,Piso
Putget - Farró,75,4,2,1.145 €,Piso
Sant Antoni,83,2,1,1.300 €,Piso
St. Pere - Sta. Caterina - El Born,40,2,1,795 €,Piso
El Coll,62,2,1,750 €,Planta
Tres Torres,170,4,3,2.500 €,Piso
Raval,120,2,1,1.050 €,Piso
Badal,97,3,2,940 €,Apartamento
Raval,70,3,1,1.050 €,Piso
La Bordeta,100,3,1,975 €,Piso
Raval,110,3,2,1.600 €,Piso
Sarrià,61,,1,2.023 €,Piso
Dreta de l´Eixample,166,3,2,1.500 €,Piso
Putget - Farró,220,4,3,2.600 €,Casa
El Clot,86,4,2,1.100 €,Piso
Congrés - Indians,87,3,1,890 €,Piso
Poble Sec,53,3,1,780 €,Piso
Putget - Farró,90,3,1,1.000 €,Piso
Sant Antoni,100,3,2,1.300 €,Piso
Dreta de l´Eixample,70,2,2,1.950 €,Piso
Tres Torres,52,2,1,984 €,Piso
Sant Antoni,46,,1,850 €,Piso
Sant Antoni,102,4,3,1.750 €,Piso
Vila de Gràcia,72,,1,1.050 €,Piso
Carmel,150,2,2,1.225 €,Piso
Sagrada Família,90,3,2,1.300 €,Piso
Sant Gervasi - Bonanova,100,3,2,1.650 €,Piso
Poble Sec,45,,1,800 €,Piso
Vilapicina - Torre Llobeta,55,3,1,800 €,Piso
Pedralbes,132,3,2,2.500 €,Piso
Sant Antoni,46,,1,850 €,Piso
Sant Antoni,102,4,3,1.750 €,Piso
El Clot,30,,1,690 €,Piso
Dreta de l´Eixample,76,2,1,1.300 €,Piso
Esquerra Baixa de l´Eixample,80,2,2,1.500 €,Piso
Esquerra Alta de l´Eixample,55,,1,700 €,Piso
Dreta de l´Eixample,80,3,1,1.100 €,Piso
Putget - Farró,60,,1,1.100 €,Piso
Poblenou,65,3,1,1.025 €,Piso
Montbau,90,3,1,850 €,Piso
Glòries El Parc,74,3,1,1.200 €,Piso
Raval,60,2,1,750 €,Dúplex
St. Pere - Sta. Caterina - El Born,32,,1,1.000 €,Ático
Dreta de l´Eixample,71,,1,1.450 €,Piso
Sagrada Família,50,3,1,790 €,Piso
Raval,40,2,1,680 €,Piso
Dreta de l´Eixample,80,2,2,1.200 €,Piso
Sant Martí,150,3,2,950 €,Piso
Les Corts,76,2,1,1.300 €,Piso
St. Pere - Sta. Caterina - El Born,73,,1,1.150 €,Piso
Sant Gervasi - Galvany,50,,1,1.150 €,Piso
Esquerra Baixa de l´Eixample,92,2,2,1.350 €,Piso
St. Pere - Sta. Caterina - El Born,68,,1,950 €,Piso
Poblenou,47,2,1,800 €,Piso
Gòtic,50,2,1,990 €,Piso
Sants,45,2,1,850 €,Piso
Vila de Gràcia,55,,1,795 €,Piso
Camp d´en Grassot - Gràcia N.,55,2,1,675 €,Piso
Badal,80,2,1,1.000 €,Piso
Esquerra Alta de l´Eixample,90,4,1,1.200 €,Piso
Camp de l´Arpa,52,,1,843 €,Piso
Congrés - Indians,61,3,1,850 €,Piso
Trinitat Nova,49,3,1,676 €,Piso
Camp d´en Grassot - Gràcia N.,72,4,1,920 €,Piso
Gòtic,55,2,1,890 €,Piso
Raval,45,,1,900 €,Piso
St. Pere - Sta. Caterina - El Born,75,2,1,1.080 €,Piso
Tres Torres,55,2,1,980 €,Piso
Baix Guinardó,45,,1,750 €,Piso
Raval,47,2,1,700 €,Piso
Sarrià,72,,1,1.200 €,Apartamento
Sant Ramon - Maternitat,55,2,1,1.350 €,Apartamento
Sagrada Família,80,3,1,800 €,Piso
Sant Gervasi - Bonanova,201,5,3,2.400 €,Piso
Sant Antoni,71,3,1,915 €,Piso
Gòtic,143,4,2,1.285 €,Piso
Pedralbes,114,3,2,1.850 €,Piso
Prosperitat,70,3,1,750 €,Piso
Font de la Guatlla,54,2,1,792 €,Apartamento
Les Corts,82,4,2,1.220 €,Apartamento
Can Baró,57,2,1,820 €,Piso
Vallcarca - Penitents,90,4,2,1.050 €,Piso
Sant Antoni,80,4,1,950 €,Piso
Les Corts,96,3,1,1.000 €,Piso
La Verneda - La Pau,55,2,1,950 €,Piso
Poblenou,45,2,1,1.100 €,Piso
Sarrià,130,3,2,2.000 €,Piso
Sant Gervasi - Galvany,170,2,3,2.500 €,Piso
Sant Gervasi - Galvany,170,2,3,2.500 €,Piso
Vila de Gràcia,67,,2,890 €,Piso
Esquerra Baixa de l´Eixample,78,2,1,1.100 €,Piso
Badal,55,2,1,1.200 €,Piso
Esquerra Baixa de l´Eixample,74,2,2,1.000 €,Apartamento
Dreta de l´Eixample,55,,1,1.450 €,Apartamento
Vallcarca - Penitents,180,,2,1.700 €,Casa
Sagrada Família,58,3,1,900 €,Piso
Dreta de l´Eixample,75,2,2,1.300 €,Piso
Badal,70,,1,1.150 €,Piso
Hostafrancs,71,4,1,931 €,Piso
Putget - Farró,140,5,2,1.800 €,Piso
Camp de l´Arpa,110,3,2,1.550 €,Piso
Raval,49,2,1,950 €,Apartamento
Turó de la Peira - Can Peguera,60,2,1,790 €,Apartamento
Badal,50,2,1,1.200 €,Piso
Raval,49,2,1,950 €,Apartamento
Turó de la Peira - Can Peguera,60,2,1,790 €,Apartamento
Camp de l´Arpa,62,2,1,1.000 €,Piso
Sants,28,,1,628 €,Piso
Sant Gervasi - Galvany,49,,1,875 €,Piso
Dreta de l´Eixample,93,3,2,1.900 €,Piso
Esquerra Alta de l´Eixample,61,,1,1.700 €,Piso
La Salut,66,,1,950 €,Piso
Sant Gervasi - Galvany,86,2,1,950 €,Piso
Raval,36,,1,890 €,Piso
Raval,100,,2,970 €,Piso
Fort Pienc,60,3,1,1.033 €,Piso
Diagonal Mar - La Mar Bella,106,3,2,1.340 €,Piso
Gòtic,81,3,2,1.200 €,Piso
Diagonal Mar - La Mar Bella,106,3,2,1.340 €,Piso
Esquerra Baixa de l´Eixample,35,,1,750 €,Piso
Les Corts,90,3,2,1.300 €,Piso
Sant Antoni,88,3,2,1.150 €,Apartamento
Esquerra Baixa de l´Eixample,65,3,1,1.450 €,Apartamento
Hostafrancs,68,3,1,900 €,Piso
La Sagrera,75,3,1,950 €,Piso
Sant Andreu,40,,1,600 €,Estudio
Raval,72,2,2,3.700 €,Piso
Dreta de l´Eixample,72,2,2,1.459 €,Piso
Poblenou,65,3,1,895 €,Piso
Sant Gervasi - Galvany,50,,1,1.150 €,Piso
Vilapicina - Torre Llobeta,69,2,1,950 €,Piso
Raval,65,,1,750 €,Piso
Sant Gervasi - Galvany,110,4,1,1.250 €,Piso
Sant Gervasi - Galvany,110,4,1,1.250 €,Piso
Esquerra Baixa de l´Eixample,45,2,1,840 €,Piso
Pedralbes,146,4,2,2.150 €,Piso
Esquerra Alta de l´Eixample,85,2,2,1.850 €,Piso
Guinardó,53,2,1,700 €,Piso
St. Pere - Sta. Caterina - El Born,75,3,1,925 €,Piso
Verdun,55,3,1,665 €,Piso
Dreta de l´Eixample,60,2,1,1.900 €,Piso
Sant Antoni,100,4,2,1.200 €,Piso
Gòtic,60,,1,750 €,Piso
Font de la Guatlla,90,3,1,1.100 €,Piso
Esquerra Alta de l´Eixample,140,4,2,1.200 €,Piso
Barceloneta,40,2,1,750 €,Piso
Dreta de l´Eixample,40,,1,795 €,Piso
Gòtic,75,3,2,1.300 €,Piso
Les Corts,35,,1,640 €,Piso
Sant Gervasi - Galvany,50,,1,1.200 €,Piso
Putget - Farró,100,3,2,2.000 €,Piso
Dreta de l´Eixample,70,2,1,1.600 €,Piso
Sants,50,2,1,650 €,Piso
Raval,63,2,1,900 €,Piso
Camp d´en Grassot - Gràcia N.,70,3,1,1.050 €,Piso
Sants,100,3,2,1.650 €,Piso
Sagrada Família,40,,1,790 €,Piso
Dreta de l´Eixample,120,4,1,2.200 €,Piso
Vila de Gràcia,145,,1,1.500 €,Loft
Barceloneta,35,,1,800 €,Apartamento
Raval,49,,1,850 €,Piso
Raval,60,3,1,800 €,Piso
Poblenou,81,3,1,1.150 €,Piso
Sant Antoni,53,,1,1.200 €,Apartamento
Raval,49,,1,850 €,Piso
Raval,60,3,1,800 €,Piso
Poblenou,81,3,1,1.150 €,Piso
Poble Sec,100,4,2,1.090 €,Piso
Gòtic,31,,1,1.350 €,Piso
Raval,40,,1,850 €,Piso
Sant Gervasi - Galvany,73,,1,1.198 €,Piso
Sants,50,2,1,767 €,Piso
Baix Guinardó,78,4,1,1.027 €,Piso
Gòtic,90,2,2,1.575 €,Apartamento
Esquerra Alta de l´Eixample,132,3,3,2.900 €,Dúplex
Tres Torres,40,,1,1.000 €,Piso
St. Pere - Sta. Caterina - El Born,65,,1,1.100 €,Piso
Poble Sec,65,2,1,800 €,Piso
St. Pere - Sta. Caterina - El Born,50,,1,825 €,Piso
Putget - Farró,140,3,2,2.100 €,Piso
Gòtic,90,2,2,1.575 €,Apartamento
Esquerra Alta de l´Eixample,132,3,3,2.900 €,Dúplex
Sant Gervasi - Bonanova,65,3,2,1.150 €,Piso
Esquerra Alta de l´Eixample,50,,2,750 €,Piso
Dreta de l´Eixample,40,,1,750 €,Piso
Raval,100,2,2,1.700 €,Piso
Poble Sec,55,2,1,795 €,Piso
El Clot,77,4,2,1.170 €,Piso
Fort Pienc,70,2,1,1.000 €,Piso
Esquerra Baixa de l´Eixample,100,3,1,950 €,Piso
Dreta de l´Eixample,95,3,2,1.270 €,Piso
Sagrada Família,50,2,2,1.200 €,Apartamento
Raval,40,,1,790 €,Piso
Dreta de l´Eixample,69,2,1,1.480 €,Piso
Dreta de l´Eixample,69,2,1,1.480 €,Piso
Sant Ramon - Maternitat,44,2,1,875 €,Piso
Raval,105,3,1,1.875 €,Apartamento
Barceloneta,35,,1,750 €,Apartamento
Poble Sec,55,,1,1.000 €,Apartamento
Poble Sec,45,,1,700 €,Ático
Guinardó,64,2,1,750 €,Ático
Dreta de l´Eixample,75,2,2,1.800 €,Ático
Esquerra Alta de l´Eixample,94,3,2,1.300 €,Piso
Diagonal Mar - La Mar Bella,4,4,2,2.450 €,Apartamento
Raval,90,4,2,1.000 €,Apartamento
Gòtic,55,2,1,1.400 €,Apartamento
La Verneda - La Pau,74,2,1,800 €,Piso
Diagonal Mar - La Mar Bella,146,3,2,2.500 €,Piso
Esquerra Alta de l´Eixample,114,4,2,1.400 €,Piso
El Clot,65,3,1,847 €,Piso
Horta,35,,1,650 €,Piso
Gòtic,60,,1,1.100 €,Piso
Barceloneta,38,,1,750 €,Piso
Raval,60,2,1,850 €,Dúplex
Gòtic,68,2,2,1.250 €,Piso
Raval,55,2,1,750 €,Piso
Dreta de l´Eixample,165,2,2,2.500 €,Piso
Les Corts,78,3,1,1.050 €,Piso
Esquerra Baixa de l´Eixample,70,2,1,1.050 €,Apartamento
Sant Gervasi - Bonanova,43,,1,975 €,Apartamento
La Bordeta,70,,1,1.300 €,Ático
Gòtic,62,,1,1.063 €,Piso
Dreta de l´Eixample,40,,1,970 €,Piso
Dreta de l´Eixample,100,2,2,1.950 €,Piso
Esquerra Baixa de l´Eixample,87,3,2,1.000 €,Piso
Les Corts,90,,2,1.200 €,Piso
Camp de l´Arpa,62,2,1,1.090 €,Piso
Poble Sec,80,3,1,1.100 €,Piso
Esquerra Baixa de l´Eixample,80,2,2,1.150 €,Piso
Barceloneta,43,,1,1.100 €,Piso
Gòtic,59,,1,1.350 €,Apartamento
St. Pere - Sta. Caterina - El Born,60,,1,795 €,Planta
Camp de l´Arpa,85,2,1,1.200 €,Piso
Vila de Gràcia,70,2,2,1.100 €,Ático
Guinardó,80,2,1,1.350 €,Apartamento
Poble Sec,36,2,1,750 €,Piso
Les Corts,80,3,1,1.200 €,Piso
Sagrada Família,55,,1,730 €,Piso
Poble Sec,65,2,1,1.280 €,Piso
Sant Gervasi - Galvany,44,,1,800 €,Piso
Sant Martí,37,,1,646 €,Piso
Esquerra Alta de l´Eixample,63,3,2,880 €,Piso
Horta,55,2,1,800 €,Piso
Can Baró,40,,1,623 €,Piso
Camp d´en Grassot - Gràcia N.,75,3,1,1.100 €,Piso
Poblenou,70,2,1,1.200 €,Apartamento
Sant Ramon - Maternitat,90,4,2,1.200 €,Apartamento
St. Pere - Sta. Caterina - El Born,53,,1,775 €,Piso
Can Baró,61,3,1,650 €,Piso
Camp d´en Grassot - Gràcia N.,70,3,2,800 €,Piso
Montbau,50,,2,690 €,Piso
Gòtic,130,3,3,1.500 €,Piso
Taxonera,80,3,1,1.105 €,Apartamento
Gòtic,130,3,3,1.500 €,Piso
Diagonal Mar - La Mar Bella,89,2,1,1.800 €,Apartamento
Gòtic,42,,1,895 €,Ático
Esquerra Alta de l´Eixample,125,4,2,1.650 €,Ático
Sant Gervasi - Bonanova,75,2,2,1.250 €,Piso
Sarrià,134,4,2,3.570 €,Piso
Sagrada Família,50,2,1,690 €,Piso
Sant Gervasi - Bonanova,60,2,1,1.035 €,Piso
Sant Gervasi - Bonanova,50,,1,950 €,Piso
La Salut,65,2,2,1.350 €,Piso
La Salut,65,2,2,1.350 €,Piso
Esquerra Alta de l´Eixample,100,3,2,2.120 €,Piso
Raval,60,,2,1.100 €,Piso
Sant Antoni,88,2,1,1.300 €,Ático
Sant Gervasi - Bonanova,50,,1,841 €,Apartamento
Esquerra Baixa de l´Eixample,45,,1,1.350 €,Piso
Sant Antoni,88,2,1,1.300 €,Ático
Sant Gervasi - Bonanova,50,,1,841 €,Apartamento
Vallcarca - Penitents,50,,1,895 €,Apartamento
Camp de l´Arpa,110,4,2,1.475 €,Piso
Les Corts,220,4,3,5.150 €,Piso
Dreta de l´Eixample,80,,1,2.500 €,Piso
Vila Olímpica,70,2,1,1.500 €,Piso
Sant Andreu,70,,1,990 €,Apartamento
Raval,40,,1,700 €,Apartamento
Fort Pienc,45,,1,650 €,Torre
Gòtic,55,2,1,1.150 €,Piso
La Verneda - La Pau,107,4,2,952 €,Piso
El Clot,45,2,1,700 €,Piso
Esquerra Baixa de l´Eixample,95,3,2,1.600 €,Piso
Congrés - Indians,67,2,1,1.100 €,Piso
Raval,60,2,1,800 €,Piso
Dreta de l´Eixample,112,3,2,2.500 €,Piso
Sant Ramon - Maternitat,90,3,2,1.150 €,Piso
Vila de Gràcia,24,,1,500 €,Estudio
Glòries El Parc,78,3,2,1.050 €,Apartamento
Raval,85,2,1,1.150 €,Piso
Raval,61,2,1,990 €,Piso
Esquerra Alta de l´Eixample,58,2,1,990 €,Piso
St. Pere - Sta. Caterina - El Born,87,3,1,1.150 €,Piso
Sant Gervasi - Galvany,237,4,3,3.250 €,Piso
Guinardó,72,3,1,1.200 €,Piso
Esquerra Alta de l´Eixample,83,3,2,1.300 €,Piso
St. Pere - Sta. Caterina - El Born,85,2,2,1.400 €,Piso
Provençals del Poblenou,54,,1,750 €,Piso
Esquerra Baixa de l´Eixample,90,2,2,1.600 €,Piso
Esquerra Alta de l´Eixample,83,2,1,1.100 €,Piso
Camp de l´Arpa,90,4,2,1.050 €,Apartamento
Dreta de l´Eixample,55,2,1,1.200 €,Apartamento
Camp d´en Grassot - Gràcia N.,19,,1,600 €,Estudio
Pedralbes,45,,1,1.540 €,Apartamento
Sarrià,110,4,2,1.800 €,Piso
Can Baró,75,2,1,1.000 €,Piso
Sant Antoni,49,,2,925 €,Piso
Dreta de l´Eixample,77,3,2,1.025 €,Piso
Hostafrancs,90,3,2,1.300 €,Piso
St. Pere - Sta. Caterina - El Born,45,,1,850 €,Apartamento
Raval,110,,2,1.099 €,Dúplex
Esquerra Baixa de l´Eixample,63,3,2,1.400 €,Piso
Hostafrancs,94,4,3,1.400 €,Piso
Dreta de l´Eixample,55,,1,1.245 €,Piso
Les Corts,77,3,2,1.095 €,Piso
Putget - Farró,93,3,2,1.290 €,Piso
Congrés - Indians,67,3,1,1.000 €,Piso
Poblenou,55,2,1,890 €,Piso
Camp de l´Arpa,55,3,1,800 €,Piso
Dreta de l´Eixample,75,3,1,800 €,Piso
Vila de Gràcia,80,2,2,1.250 €,Piso
La Verneda - La Pau,116,3,2,1.000 €,Apartamento
Esquerra Alta de l´Eixample,50,,1,745 €,Apartamento
Esquerra Alta de l´Eixample,120,4,2,1.700 €,Piso
Esquerra Baixa de l´Eixample,90,3,,1.250 €,Piso
Raval,52,,1,1.100 €,Apartamento
Raval,73,4,2,1.000 €,Piso
Font de la Guatlla,32,,1,1.000 €,Apartamento
Les Corts,87,3,2,1.150 €,Piso
Putget - Farró,90,4,2,1.200 €,Piso
Dreta de l´Eixample,110,3,2,1.200 €,Piso
La Salut,79,2,1,1.200 €,Piso
Raval,60,,2,1.100 €,Apartamento
Dreta de l´Eixample,70,2,1,1.590 €,Piso
Sant Gervasi - Bonanova,65,,1,1.600 €,Apartamento
Dreta de l´Eixample,36,,1,900 €,Apartamento
Raval,50,2,1,800 €,Apartamento
Raval,56,,1,725 €,Piso
Esquerra Alta de l´Eixample,52,2,1,900 €,Piso
Raval,99,3,2,1.350 €,Piso
Esquerra Alta de l´Eixample,90,3,1,990 €,Piso
Pedralbes,120,3,2,2.200 €,Piso
Diagonal Mar - La Mar Bella,70,2,1,850 €,Piso
Diagonal Mar - La Mar Bella,70,2,1,850 €,Piso
Sants,100,3,2,1.000 €,Piso
Dreta de l´Eixample,75,2,1,1.300 €,Piso
Raval,60,2,1,1.600 €,Ático
Vallcarca - Penitents,45,,1,780 €,Piso
Raval,40,,1,650 €,Piso
Sarrià,91,3,2,1.300 €,Piso
Dreta de l´Eixample,80,2,2,6.700 €,Piso
Les Corts,70,2,1,950 €,Apartamento
Sant Gervasi - Bonanova,75,3,2,1.395 €,Piso
Barceloneta,35,,1,800 €,Piso
Vila de Gràcia,98,2,2,890 €,Dúplex
Vila de Gràcia,74,3,1,950 €,Piso
Poble Sec,63,,1,1.100 €,Piso
Dreta de l´Eixample,86,2,1,1.360 €,Piso
Gòtic,60,,1,600 €,Piso
St. Pere - Sta. Caterina - El Born,80,2,2,1.600 €,Piso
Dreta de l´Eixample,71,2,2,1.700 €,Piso
Gòtic,60,,1,850 €,Piso
Camp de l´Arpa,135,3,2,1.600 €,Piso
St. Pere - Sta. Caterina - El Born,56,,1,1.000 €,Piso
Raval,55,2,1,750 €,Piso
Vallcarca - Penitents,65,2,2,968 €,Piso
Badal,68,,1,750 €,Piso
Barceloneta,180,3,2,1.950 €,Ático
Vilapicina - Torre Llobeta,59,2,2,900 €,Piso
Esquerra Alta de l´Eixample,78,4,1,1.180 €,Piso
Esquerra Alta de l´Eixample,82,2,2,1.300 €,Piso
Gòtic,80,2,2,1.750 €,Piso
Putget - Farró,75,2,2,1.100 €,Apartamento
Poblenou,70,2,1,950 €,Piso
Dreta de l´Eixample,50,,1,900 €,Piso
Esquerra Alta de l´Eixample,45,2,1,1.200 €,Piso
Poble Sec,45,,1,704 €,Piso
Dreta de l´Eixample,100,2,2,1.300 €,Piso
Sant Gervasi - Bonanova,55,2,1,938 €,Piso
El Clot,120,3,2,1.500 €,Piso
Sant Gervasi - Galvany,144,3,3,2.000 €,Piso
Sant Ramon - Maternitat,30,,1,600 €,Apartamento
Sagrada Família,65,2,1,820 €,Apartamento
Vila de Gràcia,71,3,2,990 €,Piso
Raval,91,,1,900 €,Estudio
Tres Torres,100,3,2,1.300 €,Piso
Esquerra Alta de l´Eixample,70,2,1,1.350 €,Piso
Vila de Gràcia,222,5,4,2.750 €,Piso
Putget - Farró,40,,1,650 €,Piso
Sant Gervasi - Galvany,50,,1,800 €,Piso
Esquerra Alta de l´Eixample,68,,1,850 €,Piso
Provençals del Poblenou,75,2,2,1.400 €,Piso
Esquerra Alta de l´Eixample,100,2,2,1.460 €,Piso
Sant Gervasi - Bonanova,70,2,1,950 €,Piso
St. Pere - Sta. Caterina - El Born,62,,1,1.250 €,Piso
Esquerra Alta de l´Eixample,52,,2,950 €,Piso
Raval,41,,1,790 €,Piso
Gòtic,78,2,2,1.490 €,Piso
Raval,35,,1,590 €,Piso
Gòtic,83,,1,1.100 €,Estudio
Esquerra Alta de l´Eixample,82,2,1,1.250 €,Piso
Vila Olímpica,45,2,1,706 €,Piso
Esquerra Alta de l´Eixample,70,2,2,900 €,Piso
Navas,90,3,1,970 €,Piso
Esquerra Baixa de l´Eixample,75,2,2,1.200 €,Piso
Gòtic,60,,1,550 €,Piso
Poblenou,54,2,1,945 €,Piso
Esquerra Baixa de l´Eixample,70,,1,860 €,Estudio
Sagrada Família,30,,1,845 €,Estudio
Gòtic,78,,1,1.100 €,Ático
Barceloneta,40,,1,650 €,Apartamento
Raval,90,4,2,1.200 €,Apartamento
Camp d´en Grassot - Gràcia N.,80,3,2,1.090 €,Apartamento
Sant Antoni,78,3,2,1.200 €,Piso
Dreta de l´Eixample,80,3,2,1.099 €,Piso
La Salut,60,2,1,775 €,Piso
Vila de Gràcia,75,,1,1.300 €,Piso
Esquerra Alta de l´Eixample,43,,1,900 €,Piso
Sants,75,3,1,800 €,Piso
El Clot,80,3,2,860 €,Piso
Poblenou,60,,1,1.700 €,Piso
Sarrià,78,2,2,1.350 €,Piso
Roquetes,59,3,1,687 €,Piso
La Marina-Montjuïc,70,3,1,825 €,Apartamento
Sant Gervasi - Galvany,67,,1,1.000 €,Ático
St. Pere - Sta. Caterina - El Born,32,,1,670 €,Loft
Vila de Gràcia,60,2,1,795 €,Piso
St. Pere - Sta. Caterina - El Born,26,,1,575 €,Piso
Esquerra Alta de l´Eixample,98,4,1,1.050 €,Piso
Sant Antoni,85,3,2,950 €,Piso
Gòtic,95,3,2,1.250 €,Piso
Gòtic,60,,1,950 €,Piso
Raval,40,,1,660 €,Loft
Dreta de l´Eixample,70,2,1,980 €,Piso
Gòtic,77,2,1,1.150 €,Piso
St. Pere - Sta. Caterina - El Born,70,2,1,1.350 €,Piso
La Salut,106,4,2,1.150 €,Piso
Gòtic,50,,1,1.290 €,Piso
Sant Ramon - Maternitat,140,4,3,1.750 €,Piso
Poble Sec,31,,1,679 €,Piso
Camp d´en Grassot - Gràcia N.,110,3,2,1.700 €,Piso
Putget - Farró,110,4,2,1.450 €,Piso
Raval,85,2,1,1.200 €,Piso
Hostafrancs,35,,1,700 €,Apartamento
Vila de Gràcia,55,2,1,1.100 €,Apartamento
Sagrada Família,95,3,2,1.350 €,Piso
Esquerra Baixa de l´Eixample,41,,2,950 €,Piso
Badal,77,2,1,950 €,Piso
Guinardó,55,2,1,1.095 €,Planta
Raval,80,2,1,1.050 €,Piso
Dreta de l´Eixample,70,,1,950 €,Piso
Sant Ramon - Maternitat,30,,1,600 €,Piso
Glòries El Parc,92,4,1,1.500 €,Casa
Esquerra Alta de l´Eixample,90,3,1,1.800 €,Apartamento
Les Corts,65,2,1,1.200 €,Piso
Sant Antoni,90,3,2,1.350 €,Piso
Gòtic,85,3,1,1.250 €,Piso
Raval,55,2,1,750 €,Piso
Sant Antoni,50,2,1,950 €,Piso
Gòtic,58,3,1,1.050 €,Piso
Sant Antoni,70,3,1,1.250 €,Piso
Poble Sec,66,3,1,850 €,Piso
Poblenou,95,4,2,1.800 €,Piso
Dreta de l´Eixample,110,2,1,1.650 €,Piso
Sant Gervasi - Galvany,110,4,2,1.600 €,Apartamento
Dreta de l´Eixample,80,3,1,1.000 €,Apartamento
St. Pere - Sta. Caterina - El Born,50,,1,890 €,Piso
Dreta de l´Eixample,110,3,2,1.025 €,Piso
Les Corts,100,4,2,1.396 €,Piso
Raval,65,2,2,1.000 €,Piso
Esquerra Alta de l´Eixample,50,2,1,1.100 €,Piso
Sants,110,3,2,1.290 €,Piso
Vila de Gràcia,90,3,1,800 €,Piso
Baix Guinardó,80,3,1,1.090 €,Apartamento
Porta,53,3,1,825 €,Piso
Raval,55,2,1,775 €,Apartamento
Diagonal Mar - La Mar Bella,200,3,3,10.000 €,Ático
Dreta de l´Eixample,90,,1,1.100 €,Loft
Gòtic,70,2,1,1.100 €,Piso
Raval,25,,1,550 €,Piso
Sant Gervasi - Galvany,85,2,2,1.450 €,Ático
